Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team
Koss   ,"Prohaska, Bogisich and Gutkowski Pharmaceutical Limited",Weinheim,Germany,49.5561,8.6697,Hospital,Government,Thionide,Analgesics,110.0,113,12430.0,April,2019,Jessica Smith,Britanny Bold,Delta
Koss   ,Hane Ltd ,Nürtingen,Germany,48.6267,9.3353,Hospital,Government,Hemavate Spirolinum,Mood Stabilizers,480.0,210,100800.0,April,2019,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Huels-Klein Pharmaceutical Ltd,Helmstedt,Germany,52.2281,11.0106,Pharmacy,Retail,Alisteride Pemidizem,Antiseptics,50.0,35,1750.0,April,2019,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Ondricka-Waters Pharmaceutical Limited,Rinteln,Germany,52.1906,9.0814,Hospital,Government,Zarostral,Antipiretics,180.0,141,25380.0,April,2019,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Nader-Borer Pharmaceutical Limited,Grimma,Germany,51.2386,12.7253,Hospital,Private,Malaxolol Aeroprosyn,Antiseptics,60.0,502,30120.0,April,2019,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Heidenreich Group Pharm,Mannheim,Germany,49.4878,8.4661,Hospital,Government,Sodinel Olofribrate,Antimalarial,2.0,50,100.0,April,2019,Stella Given,Alisha Cordwell,Charlie
Koss   ,Huel Inc Pharm,Zwickau,Germany,50.7189,12.4961,Pharmacy,Retail,Belavarix Benzabicin,Antibiotics,5.0,131,655.0,April,2019,Daniel Gates,Alisha Cordwell,Charlie
Koss   ,Kihn Group ,Kleve,Germany,51.79,6.14,Pharmacy,Institution,Trazobalamin,Mood Stabilizers,5.0,762,3810.0,April,2019,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Botsford and Sons ,Marl,Germany,51.6667,7.1167,Hospital,Private,Symdocet,Antipiretics,10.0,470,4700.0,April,2019,Stella Given,Alisha Cordwell,Charlie
Koss   ,Marquardt-Ryan Pharm,Königswinter,Germany,50.6833,7.1833,Hospital,Government,Proderal,Antiseptics,20.0,34,680.0,April,2019,Alan Ray,James Goodwill,Alfa
Erdman  ,Jacobs-Jones Pharma Plc,Schwedt (Oder),Germany,53.0631,14.2831,Pharmacy,Retail,Albuterenone,Antimalarial,1.0,82,82.0,April,2019,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Schimmel-Waelchi Pharma Plc,Garbsen,Germany,52.4183,9.5981,Pharmacy,Institution,Fentatrol Rapatelase,Antibiotics,36.0,458,16488.0,April,2019,Abigail Thompson,Tracy Banks,Bravo
Koss   ,Kutch-Marks Pharma Plc,Koblenz,Germany,50.3597,7.5978,Hospital,Government,Travosoline Capolac,Antipiretics,20.0,610,12200.0,April,2019,Stella Given,Alisha Cordwell,Charlie
Erdman  ,Kutch-Marks Pharma Plc,Koblenz,Germany,50.3597,7.5978,Hospital,Government,Travosoline Capolac,Antipiretics,15.0,610,9150.0,April,2019,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Armstrong Inc Pharm,Pfaffenhofen,Germany,48.5333,11.5167,Hospital,Government,Metapatch,Antipiretics,6.0,438,2628.0,April,2020,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,D'Amore and Sons Pharmacy,Lohne,Germany,52.6667,8.2386,Hospital,Government,Ergomethate,Mood Stabilizers,30.0,604,18120.0,April,2020,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,"Parker, Green and Emmerich Pharmacy",Frankfurt (Oder),Germany,52.35,14.55,Hospital,Government,Cortirodine Alimcline,Antipiretics,1.0,128,128.0,April,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,D'Amore and Sons Pharm,Görlitz,Germany,51.1528,14.9872,Pharmacy,Retail,Alglutriptan,Analgesics,12.0,301,3612.0,April,2020,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Huel Inc Pharm,Zwickau,Germany,50.7189,12.4961,Pharmacy,Retail,Decidenu Galantrigine,Antipiretics,30.0,590,17700.0,April,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Streich PLC Pharm,Radolfzell am Bodensee,Germany,47.7369,8.9697,Hospital,Private,Victomax,Analgesics,6.0,623,3738.0,April,2020,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Jakubowski Inc Pharma Plc,Tönisvorst,Germany,51.3208,6.4931,Hospital,Government,Eproline,Antibiotics,-168.0,780,-131040.0,April,2020,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,"Blick, Pacocha and Schowalter Pharmacy",Würzburg,Germany,49.7944,9.9294,Hospital,Government,Syntheruvax Proracin,Antimalarial,8.0,86,688.0,April,2020,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,"Heathcote, Kovacek and Parker ",Hof,Germany,50.3167,11.9167,Pharmacy,Retail,Araxetine,Antibiotics,10.0,450,4500.0,April,2020,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Wolff Group Pharmaceutical Ltd,Alsdorf,Germany,50.8744,6.1615,Hospital,Private,Relenstrel Exurabine,Antibiotics,10.0,424,4240.0,April,2020,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Fritsch-Hauck Pharm,Fürstenwalde,Germany,52.3667,14.0667,Hospital,Government,Effigine Propraprex,Antimalarial,10.0,377,3770.0,April,2020,Alan Ray,James Goodwill,Alfa
Koss   ,Heller-Abernathy Pharmaceutical Limited,Siegburg,Germany,50.8014,7.2044,Hospital,Private,Sumanazole,Analgesics,30.0,529,15870.0,April,2020,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Block-Romaguera ,Remscheid,Germany,51.1906,7.2247,Pharmacy,Institution,Ibruferon,Antiseptics,4.0,82,328.0,April,2020,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Crist LLC ,Mühlacker,Germany,48.95,8.8392,Pharmacy,Institution,Theopril,Antipiretics,10.0,768,7680.0,April,2020,Jessica Smith,Britanny Bold,Delta
Koss   ,Dach Ltd Pharma Plc,Karlsruhe,Germany,49.0167,8.4,Hospital,Private,Alglutriptan,Analgesics,30.0,301,9030.0,April,2020,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Crona PLC Pharmaceutical Ltd,Schloß Holte-Stukenbrock,Germany,51.8833,8.6167,Pharmacy,Institution,Solasteride,Mood Stabilizers,20.0,520,10400.0,April,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Kozey-Emmerich Pharmacy,Marktoberdorf,Germany,47.7667,10.6167,Hospital,Private,Megenorphine,Antimalarial,1.0,402,402.0,April,2020,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,"Brakus, Rempel and Harber Pharm",Winnenden,Germany,48.8764,9.3978,Hospital,Private,Argalazine Abostryl,Antipiretics,90.0,628,56520.0,April,2020,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Wolff Group Pharmaceutical Ltd,Alsdorf,Germany,50.8744,6.1615,Hospital,Private,Magnemunex,Antiseptics,30.0,689,20670.0,April,2020,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,"Langworth, Olson and Satterfield Pharmacy",Meschede,Germany,51.3503,8.2836,Hospital,Government,Cyclovital,Antimalarial,5.0,677,3385.0,April,2020,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Herman-Koss Pharmaceutical Limited,Mosbach,Germany,49.35,9.1333,Hospital,Government,Duraprazole Agalsixolol,Antiseptics,40.0,375,15000.0,April,2020,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,"Langworth, Olson and Satterfield Pharm",Tübingen,Germany,48.52,9.0556,Hospital,Private,Ganineva Agenium,Antiseptics,2400.0,390,936000.0,April,2020,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Rogahn-Klein Pharma Plc,Leinfelden-Echterdingen,Germany,48.6928,9.1428,Pharmacy,Institution,Novakyn Tracprox,Antiseptics,5.0,288,1440.0,April,2020,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Hayes-Kilback Pharmaceutical Limited,Springe,Germany,52.2167,9.55,Pharmacy,Retail,Effidomide Evofribrate,Antiseptics,3.0,612,1836.0,April,2020,Anne Wu,Britanny Bold,Delta
Erdman  ,Herman-Koss Pharmaceutical Limited,Mosbach,Germany,49.35,9.1333,Hospital,Government,Victomax,Analgesics,20.0,623,12460.0,April,2020,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Veum and Sons Pharmaceutical Limited,Landsberg,Germany,48.0528,10.8689,Pharmacy,Institution,Aggrakine,Antiseptics,20.0,47,940.0,April,2020,Anne Wu,Britanny Bold,Delta
Erdman  ,Hartmann-Wolf Pharmaceutical Limited,Kitzingen,Germany,49.7333,10.1667,Hospital,Private,Abatatriptan,Antibiotics,100.0,742,74200.0,April,2020,Stella Given,Alisha Cordwell,Charlie
Koss   ,Crist LLC Pharma Plc,Neustadt,Germany,49.35,8.15,Pharmacy,Retail,Zynosine,Antimalarial,400.0,74,29600.0,April,2020,Steve Pepple,Tracy Banks,Bravo
Koss   ,Predovic LLC Pharmaceutical Ltd,Hannover,Germany,52.3744,9.7386,Pharmacy,Institution,Ceftatana Serolamide,Antipiretics,200.0,595,119000.0,April,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Zemlak Group Pharmacy,Solingen,Germany,51.1667,7.0833,Hospital,Private,Primatate Univatol,Mood Stabilizers,10.0,172,1720.0,April,2020,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Murray PLC Pharma Plc,Reinbek,Germany,53.5089,10.2483,Hospital,Private,Trazozaprine,Mood Stabilizers,10.0,708,7080.0,April,2020,Anne Wu,Britanny Bold,Delta
Koss   ,Rosenbaum-Tromp Pharm,Bühl,Germany,48.6953,8.135,Hospital,Government,Sanctumine,Antimalarial,30.0,149,4470.0,April,2020,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,"Rodriguez, Stokes and Dickens ",Ostfildern,Germany,48.7228,9.2631,Hospital,Government,Diprotaine,Antiseptics,5.0,318,1590.0,April,2020,Alan Ray,James Goodwill,Alfa
Erdman  ,"Paucek, Keeling and Bruen Pharmaceutical Limited",Bad Kreuznach,Germany,49.8469,7.8669,Pharmacy,Retail,Ultrimax Ultriset,Antiseptics,912.0,269,245328.0,April,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,"Barrows, Zboncak and Reichert Pharm",Aurich,Germany,53.4714,7.4836,Pharmacy,Institution,Rebedase Aplencor,Mood Stabilizers,50.0,180,9000.0,April,2020,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Schulist-Zulauf ,Erfurt,Germany,50.9787,11.0328,Pharmacy,Institution,Fentatrol Rapatelase,Antibiotics,10.0,458,4580.0,April,2020,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,"Blanda, Stehr and Gleason Pharmaceutical Ltd",Kamen,Germany,51.5917,7.6653,Pharmacy,Institution,Ribabyclor,Antiseptics,30.0,469,14070.0,April,2020,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,"Buckridge, Dach and Carroll Pharmaceutical Ltd",Baunatal,Germany,51.2589,9.4183,Pharmacy,Retail,Halcifergen Nevazone,Antimalarial,10.0,710,7100.0,May,2017,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,"Kertzmann, Quitzon and Harris ",Greven,Germany,52.0917,7.6083,Hospital,Government,Menogine,Antiseptics,5.0,742,3710.0,May,2017,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Franecki Inc Pharmacy,Norden,Germany,53.5967,7.2056,Pharmacy,Institution,Clindaracil,Analgesics,10.0,173,1730.0,May,2017,Thompson Crawford,James Goodwill,Alfa
Koss   ,Buckridge-Davis Pharmaceutical Ltd,Herne,Germany,51.5426,7.219,Pharmacy,Retail,Tesnorphine Silotamine,Antibiotics,480.0,319,153120.0,May,2017,Stella Given,Alisha Cordwell,Charlie
Erdman  ,"Kuphal, Herzog and Purdy ",Berlin,Germany,52.5167,13.3833,Hospital,Government,Ergomethate,Mood Stabilizers,2.0,604,1208.0,May,2017,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,"Kub, Von and Herzog Pharmaceutical Ltd",Borken,Germany,51.8439,6.8583,Pharmacy,Institution,Alpharolac,Antipiretics,72.0,533,38376.0,May,2017,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,"Schinner, Gaylord and Treutel Pharmacy",Hamm,Germany,51.6667,7.8167,Pharmacy,Retail,Abatatriptan,Antibiotics,19.0,742,14098.0,May,2017,Anne Wu,Britanny Bold,Delta
Koss   ,"Kuphal, D'Amore and Bode Pharmacy",Wesseling,Germany,50.8207,6.9786,Hospital,Government,Aggretisol,Antimalarial,4.0,262,1048.0,May,2017,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Gerlach LLC Pharma Plc,Torgau,Germany,51.5603,13.0056,Hospital,Private,Aggrakine,Antiseptics,48.0,47,2256.0,May,2017,Thompson Crawford,James Goodwill,Alfa
Koss   ,Cummings LLC ,Schwäbisch Gmünd,Germany,48.8,9.8,Hospital,Government,Interfeferon Aspipex,Antiseptics,30.0,416,12480.0,May,2017,Mary Gerrard,Britanny Bold,Delta
Erdman  ,Veum and Sons Pharmaceutical Limited,Landsberg,Germany,48.0528,10.8689,Pharmacy,Institution,Tetratanyl,Antimalarial,5.0,511,2555.0,May,2017,Daniel Gates,Alisha Cordwell,Charlie
Daugherty-Rempel  ,"Reinger, Kihn and Goyette Pharmaceutical Limited",Overath,Germany,50.95,7.3,Hospital,Government,Neuropogen Empibax,Analgesics,90.0,605,54450.0,May,2017,Steve Pepple,Tracy Banks,Bravo
Koss   ,McDermott Inc Pharmacy,Frankenthal,Germany,49.5333,8.35,Hospital,Private,Doxivorin,Antimalarial,30.0,516,15480.0,May,2017,Erica Jones,James Goodwill,Alfa
Erdman  ,Gibson-Hill ,Troisdorf,Germany,50.8161,7.1556,Pharmacy,Retail,Proderal,Antiseptics,160.0,34,5440.0,May,2017,Jimmy Grey,Alisha Cordwell,Charlie
Kozey-Emmerich ,Harris-Conroy Pharmacy,Wilhelmshaven,Germany,53.5167,8.1333,Pharmacy,Retail,Fentalac,Antipiretics,110.0,618,67980.0,May,2017,Jessica Smith,Britanny Bold,Delta
Koss   ,Powlowski-Buckridge ,Sprockhövel,Germany,51.3614,7.244,Hospital,Government,Lacoplex Hyaluvance,Mood Stabilizers,30.0,334,10020.0,May,2017,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Cremin-Zemlak Pharma Plc,Haan,Germany,51.1931,7.0131,Pharmacy,Institution,Ranediol,Antibiotics,5.0,401,2005.0,May,2017,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Medhurst-Beer ,Aachen,Germany,50.7762,6.0838,Hospital,Private,Primapion,Antibiotics,2.0,492,984.0,May,2017,Abigail Thompson,Tracy Banks,Bravo
Erdman  ,Osinski-Botsford Pharm,Meerbusch,Germany,51.2667,6.6667,Pharmacy,Retail,Fentalac,Antipiretics,10.0,618,6180.0,May,2017,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Block-Romaguera ,Remscheid,Germany,51.1906,7.2247,Pharmacy,Institution,Claricriptine Adaferol,Antibiotics,60.0,33,1980.0,May,2017,Jessica Smith,Britanny Bold,Delta
Welch-Langworth ,Runte-Marquardt Pharmacy,Idstein,Germany,50.2206,8.2692,Pharmacy,Retail,Ampysin,Analgesics,384.0,243,93312.0,May,2017,Daniel Gates,Alisha Cordwell,Charlie
Kozey-Emmerich ,Fahey-Prosacco Pharmaceutical Limited,Einbeck,Germany,51.8167,9.8667,Pharmacy,Retail,Diprotaine,Antiseptics,252.0,318,80136.0,May,2017,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Konopelski-Blick Pharmaceutical Limited,Bramsche,Germany,52.4089,7.9728,Hospital,Government,Doxivorin,Antimalarial,100.0,516,51600.0,May,2017,Morris Garcia,Tracy Banks,Bravo
Kozey-Emmerich ,"Watsica, Larson and Labadie Pharmaceutical Ltd",Nettetal,Germany,51.3167,6.2833,Hospital,Private,Robapril,Antipiretics,96.0,453,43488.0,May,2017,Daniel Gates,Alisha Cordwell,Charlie
Lockman  ,"Will, McGlynn and Fritsch Pharmaceutical Ltd",Bitterfeld,Germany,51.6167,12.3167,Pharmacy,Retail,Primatate Univatol,Mood Stabilizers,80.0,172,13760.0,May,2017,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Ondricka Ltd ,Saalfeld,Germany,50.6506,11.3542,Pharmacy,Institution,Araxetine,Antibiotics,200.0,450,90000.0,May,2017,Thompson Crawford,James Goodwill,Alfa
Koss   ,Wehner-Stehr Pharm,Chemnitz,Germany,50.8333,12.9167,Hospital,Government,Sumanazole,Analgesics,100.0,529,52900.0,May,2017,Anne Wu,Britanny Bold,Delta
Koss   ,Schaefer Group ,Olpe,Germany,51.0289,7.8514,Pharmacy,Institution,Atrabicin Alkerotec,Antiseptics,70.0,249,17430.0,May,2017,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Murray PLC ,Wesel,Germany,51.6586,6.6178,Pharmacy,Retail,Ampysin,Analgesics,5.0,243,1215.0,May,2017,Alan Ray,James Goodwill,Alfa
Erdman  ,Mante-Grady Pharma Plc,Sonthofen,Germany,47.5142,10.2817,Hospital,Private,Nisorase,Antibiotics,198.0,393,77814.0,May,2017,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Marquardt-Ryan Pharm,Königswinter,Germany,50.6833,7.1833,Hospital,Government,Cyclovital,Antimalarial,5.0,677,3385.0,May,2017,Sheila Stones,Britanny Bold,Delta
Koss   ,Botsford and Sons ,Marl,Germany,51.6667,7.1167,Hospital,Private,Symbitrim,Analgesics,15.0,536,8040.0,May,2017,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Fritsch LLC Pharmaceutical Ltd,Mülheim,Germany,51.4283,6.8789,Hospital,Government,Abilovir Aprotasol,Antipiretics,20.0,269,5380.0,May,2017,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Wolff Group ,Pfungstadt,Germany,49.8056,8.6044,Pharmacy,Retail,Quiniprosyn,Antiseptics,10.0,445,4450.0,May,2017,Mary Gerrard,Britanny Bold,Delta
Koss   ,Prohaska-Kuhic Pharma Plc,Pirmasens,Germany,49.2,7.6,Hospital,Government,Dexacilin Triline,Analgesics,5.0,129,645.0,May,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,McKenzie-Zemlak Pharm,Rheinbach,Germany,50.6256,6.9491,Pharmacy,Institution,Zonixamine Immulinum,Analgesics,40.0,298,11920.0,May,2017,Morris Garcia,Tracy Banks,Bravo
Erdman  ,"Nitzsche, Effertz and Maggio ",Bayreuth,Germany,49.9481,11.5783,Hospital,Private,Sumanazole,Analgesics,96.0,529,50784.0,May,2017,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Crist Inc Pharmaceutical Ltd,Völklingen,Germany,49.25,6.8333,Hospital,Government,Kinerinex,Antiseptics,96.0,647,62112.0,May,2017,Thompson Crawford,James Goodwill,Alfa
Koss   ,Paucek PLC Pharm,Bruchsal,Germany,49.1333,8.6,Pharmacy,Institution,Argalazine Abostryl,Antipiretics,62.0,628,38936.0,May,2017,Abigail Thompson,Tracy Banks,Bravo
Erdman  ,Konopelski-Blick ,Bergisch Gladbach,Germany,50.9917,7.1367,Hospital,Government,Thalilamide,Antibiotics,5.0,615,3075.0,May,2017,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,"Kutch, Daniel and Ortiz Pharm",Gummersbach,Germany,51.0333,7.5667,Hospital,Private,Ibrulinum,Antipiretics,3.0,190,570.0,May,2017,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,"Nolan, DuBuque and Schultz ",Oldenburg,Germany,53.1439,8.2139,Hospital,Private,Sanctumine,Antimalarial,2.0,149,298.0,May,2017,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Kling Inc Pharm,Heilbronn,Germany,49.1404,9.218,Pharmacy,Institution,Tiaracil,Antipiretics,3.0,162,486.0,May,2017,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Balistreri-Watsica Pharma Plc,Siegen,Germany,50.8756,8.0167,Pharmacy,Institution,Cricane Acamsumab,Antiseptics,110.0,22,2420.0,May,2017,Steve Pepple,Tracy Banks,Bravo
Erdman  ,Cremin-Zemlak Pharmaceutical Limited,Cottbus,Germany,51.7606,14.3342,Pharmacy,Institution,Pitodomide,Antimalarial,10.0,24,240.0,May,2017,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,"Cormier, Dietrich and Zulauf Pharmacy",Riesa,Germany,51.3081,13.2939,Pharmacy,Institution,Ultrimax Ultriset,Antiseptics,42.0,269,11298.0,May,2017,Daniel Gates,Alisha Cordwell,Charlie
Erdman  ,Buckridge-Strosin Pharmaceutical Ltd,Erlangen,Germany,49.5964,11.0044,Hospital,Government,Dorzovorin Pentadarone,Antimalarial,25.0,164,4100.0,May,2017,Anne Wu,Britanny Bold,Delta
Erdman  ,Zemlak-Witting ,Cuxhaven,Germany,53.8667,8.7,Pharmacy,Retail,Pazofenac,Mood Stabilizers,5.0,123,615.0,May,2017,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,"Greenholt, Donnelly and O'Reilly Pharmaceutical Ltd",Villingen-Schwenningen,Germany,48.0603,8.4586,Pharmacy,Retail,Abatatriptan,Antibiotics,3.0,742,2226.0,May,2017,Alan Ray,James Goodwill,Alfa
Kozey-Emmerich ,Barrows-Kohler Pharma Plc,Coesfeld,Germany,51.9458,7.1675,Pharmacy,Retail,Dasagestin,Analgesics,800.0,386,308800.0,May,2017,Sheila Stones,Britanny Bold,Delta
Erdman  ,"Funk, Ratke and Heaney ",Bad Dürkheim,Germany,49.4618,8.1724,Pharmacy,Retail,Antaparin Varizyme,Mood Stabilizers,10.0,513,5130.0,May,2017,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Koch-Osinski Pharmacy,Hamminkeln,Germany,51.7319,6.5908,Pharmacy,Retail,Diprolimus,Antiseptics,5.0,634,3170.0,May,2017,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Quigley-Heathcote Pharmaceutical Ltd,Lohmar,Germany,50.8415,7.2166,Hospital,Government,Symbitrim,Analgesics,2.0,536,1072.0,May,2017,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,"Parker, Green and Emmerich Pharmacy",Frankfurt (Oder),Germany,52.35,14.55,Hospital,Government,Adalatamine,Antiseptics,50.0,794,39700.0,May,2017,Abigail Thompson,Tracy Banks,Bravo
Erdman  ,McDermott Inc Pharma Plc,Staßfurt,Germany,51.8667,11.5667,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,80.0,106,8480.0,May,2017,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Heidenreich Group Pharmacy,Leer,Germany,53.2308,7.4528,Pharmacy,Institution,Neuropogen Empibax,Analgesics,126.0,605,76230.0,May,2017,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,"Herman, Rice and Rippin Pharm",Annaberg-Buchholz,Germany,50.58,13.0022,Pharmacy,Institution,Magneprex,Antimalarial,2.0,187,374.0,May,2018,Jessica Smith,Britanny Bold,Delta
Erdman  ,Emard-O'Connell Pharm,Rosenheim,Germany,47.8561,12.1289,Pharmacy,Retail,Exexone,Mood Stabilizers,5.0,239,1195.0,May,2018,Daniel Gates,Alisha Cordwell,Charlie
Welch-Langworth ,"Balistreri, Torp and Gulgowski ",Bietigheim-Bissingen,Germany,48.9667,9.1333,Hospital,Private,Trazozaprine,Mood Stabilizers,5.0,708,3540.0,May,2018,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Steuber Ltd Pharmaceutical Limited,Ennepetal,Germany,51.3021,7.3425,Pharmacy,Institution,Relenvice,Antimalarial,22.0,459,10098.0,May,2018,Jessica Smith,Britanny Bold,Delta
Kozey-Emmerich ,"Beer, Kohler and Beatty Pharmacy",Obertshausen,Germany,50.0715,8.8482,Pharmacy,Retail,Ultrimax Ultriset,Antiseptics,50.0,269,13450.0,May,2018,Morris Garcia,Tracy Banks,Bravo
Erdman  ,Pfeffer-Kirlin Pharmaceutical Limited,Selm,Germany,51.6833,7.4833,Hospital,Private,Atomorelin,Analgesics,250.0,555,138750.0,May,2018,Morris Garcia,Tracy Banks,Bravo
Erdman  ,Goldner-Tillman Pharmacy,Petershagen,Germany,52.3833,8.9667,Pharmacy,Institution,Rebedase Aplencor,Mood Stabilizers,20.0,180,3600.0,May,2018,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Haley PLC Pharmacy,Kassel,Germany,51.3158,9.4979,Pharmacy,Retail,Ionclotide,Analgesics,10.0,631,6310.0,May,2018,Daniel Gates,Alisha Cordwell,Charlie
Koss   ,Buckridge Inc Pharm,Brühl,Germany,50.8333,6.9,Hospital,Government,Brimorix Amonine,Antibiotics,5.0,398,1990.0,May,2018,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,"Balistreri, Torp and Gulgowski ",Bietigheim-Bissingen,Germany,48.9667,9.1333,Hospital,Private,Tetratanyl,Antimalarial,30.0,511,15330.0,May,2018,Thompson Crawford,James Goodwill,Alfa
Koss   ,Wolff Group Pharmaceutical Ltd,Alsdorf,Germany,50.8744,6.1615,Hospital,Private,Alimmethate Insudase,Analgesics,20.0,624,12480.0,May,2018,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Denesik-Hintz Pharma Plc,Wiehl,Germany,50.95,7.5333,Pharmacy,Institution,Magneprex,Antimalarial,10.0,187,1870.0,May,2018,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Botsford and Sons Pharma Plc,Bad Hersfeld,Germany,50.8683,9.7067,Hospital,Government,Requimadin,Antimalarial,180.0,408,73440.0,May,2018,Alan Ray,James Goodwill,Alfa
Koss   ,Doyle-Tillman Pharmaceutical Limited,Zirndorf,Germany,49.45,10.95,Pharmacy,Institution,Raparidol,Mood Stabilizers,10.0,187,1870.0,May,2018,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Kertzmann-Ward Pharmaceutical Limited,Goslar,Germany,51.906,10.4292,Pharmacy,Retail,Xenaminphen,Antimalarial,10.0,195,1950.0,May,2018,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Denesik-Hintz Pharma Plc,Wiehl,Germany,50.95,7.5333,Pharmacy,Institution,Argalazine Abostryl,Antipiretics,20.0,628,12560.0,May,2018,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,"Wiegand, Jast and Yost ",Korschenbroich,Germany,51.1833,6.5167,Pharmacy,Institution,Propralamide Dexlanzolam,Mood Stabilizers,20.0,391,7820.0,May,2018,Alan Ray,James Goodwill,Alfa
Erdman  ,Feest-Kshlerin Pharma Plc,Merzig,Germany,49.4471,6.6312,Hospital,Government,Fentalac,Antipiretics,10.0,618,6180.0,May,2018,Daniel Gates,Alisha Cordwell,Charlie
Koss   ,Abernathy and Sons Pharmaceutical Limited,Dietzenbach,Germany,50.0086,8.7756,Hospital,Private,Magnemunex,Antiseptics,200.0,689,137800.0,May,2018,Steve Pepple,Tracy Banks,Bravo
Koss   ,West Group Pharm,Langenfeld,Germany,51.1167,6.95,Pharmacy,Institution,Interzide,Antimalarial,3.0,420,1260.0,May,2018,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Roob PLC Pharmaceutical Limited,Frechen,Germany,50.9167,6.8167,Pharmacy,Retail,Afretosine,Mood Stabilizers,4.0,404,1616.0,May,2018,Erica Jones,James Goodwill,Alfa
